title,price,vendor,description,image_url_1
Zarif Afsanah Formal Edit Collection 2024 - ZAF 01 ZOHRA,10950.0,,3 piece Unstitch luxury formal suit Zarif Afsanah Formal Edit Collection 2024 has been styled in the image for photography and illustrative purposes.The standard style comes as a long-sleeved kameez with dupatta and trouser/shalwar.Disclaimer: The actual color may slightly vary from the image shown. Differences in screens and the device you use to view the website will result in subtle differences in color and textures.,https://www.alkarimfabric.com/cdn/shop/files/zaf_01_zohra_3_1024x1024.webp?v=1749540091
Afsanah Essential Embroidered Lawn Unstitched 3 Piece Suit - AL-105 - AFS26ES - Ferozi - Summer Collection,8250.0,,Lawn Embroidered FrontLawn Embroidered BackOrganza Embroidered Border (Front &amp;amp; Back)Organza Embroidered Neckline PatchLawn Embroidered SleevesOrganza Embroidered Patches for SleevesMonark Digital Printed DupattaLawn Plain Dyed Trouser,https://www.alkarimfabric.com/cdn/shop/files/AfsanahEssentialTheSilentPineTale2026_0024_Layer26_1024x1024.jpg?v=1768905937
