url,title,price,compare_at_price,description,availability,sku,vendor,type,tags,variants,options,image_urls,scraped_at,currency,images_downloaded
https://www.alkarimfabric.com/products/seran-afsanah-unstitched-luxury-lawn-collection-2024-gulposh,Seran Afsanah Unstitched Luxury Lawn Collection 2024 - Gulposh,6990.0,,SHIRT: Embroidered Shirt Front Right Panel (Lawn) 01 Piece Embroidered Shirt Front Left Panel (Lawn) 01 Piece Dyed Shirt Side Extensions (Lawn) 01 Piece Embroidered Sleeves (Lawn) 01 Meter Dyed Shirt Back (Lawn) 1.15 Meters Embroidered Collar (Organza) 02 Pieces Embroidered Hem Border (Organza) 01 Meter Dupatta: Printed Dupatta (Crinkle Chiffon) 2.50 Meters TROUSER: Dyed Trouser (Cotton) 2.50 Meters Seran Afsanah Unstitched Luxury Lawn Collection 2024 has been styled in the image for photography and illustrative purposes.The standard style comes as a long-sleeved kameez with dupatta and trouser/shawlar.Disclaimer: The actual color may slightly vary from the image shown. Differences in screens and the device you use to view the website will result in subtle differences in color and textures.,False,Gulposh,,,[],[],[],"['https://www.alkarimfabric.com/cdn/shop/files/gulposh_2_copy_1024x1024.webp?v=1744754392', 'https://www.alkarimfabric.com/cdn/shop/files/Desktop_be702fd7-1884-4cd6-a053-99553689e022.gif?v=1770377661&width=3840', 'https://www.alkarimfabric.com/cdn/shop/files/Mobile_11eef006-b8b0-4441-8dd2-935d7c1bed4b.gif?v=1770377664&width=750', 'https://www.alkarimfabric.com/cdn/shop/files/Alkarim1.png?v=1745237875&width=300', 'https://www.alkarimfabric.com/cdn/shop/files/girlsdesk_0d69bb3e-938d-475d-8f3f-86da46a8213e_470x.jpg?v=1757688400', 'https://www.alkarimfabric.com/cdn/shop/files/desktop_1770x.jpg?v=1756238344', 'https://www.alkarimfabric.com/cdn/shop/files/brandamna-khadija-pret.jpg?v=1335346761605088302', 'https://www.alkarimfabric.com/cdn/shop/files/brandsadabahar.jpg?v=13608831541786396816', 'https://www.alkarimfabric.com/cdn/shop/files/brandbin-yameen.jpg?v=1724033697075833993', 'https://www.alkarimfabric.com/cdn/shop/files/brandbin-saeed.jpg?v=16184050405106331155', 'https://www.alkarimfabric.com/cdn/shop/files/brandhz.jpg?v=8174167016636741251', 'https://www.alkarimfabric.com/cdn/shop/files/brandcasual-lite.jpg?v=14103067509734409971', 'https://www.alkarimfabric.com/cdn/shop/files/brandflossie.jpg?v=11264827815883773819', 'https://www.alkarimfabric.com/cdn/shop/files/brandimrozia.jpg?v=15411708163635377801', 'https://www.alkarimfabric.com/cdn/shop/files/brandtawakkal-fabrics.jpg?v=10114841387516241505', 'https://www.alkarimfabric.com/cdn/shop/files/brandlavish-premium.jpg?v=96588995813807710', 'https://www.alkarimfabric.com/cdn/shop/files/brandakbar-aslam.jpg?v=914751728656590465', 'https://www.alkarimfabric.com/cdn/shop/files/gulposh_2_copy.webp?v=1744754392', 'https://www.alkarimfabric.com/cdn/shop/files/gulposh_1_copy.webp?v=1744754392', 'https://www.alkarimfabric.com/cdn/shop/files/gulposh_3_copy.webp?v=1744754392', 'https://cdn.whatsup.styled.link/widget-images/square_green.svg', 'http://www.alkarimfabric.com/cdn/shop/files/gulposh_2_copy.webp?v=1744754392']",2026-02-07T21:05:40.712399,PKR,10
https://www.alkarimfabric.com/products/afsanah-essential-embroidered-lawn-unstitched-3-piece-suit-al-103-afs26es-blue-summer-collection,Afsanah Essential Embroidered Lawn Unstitched 3 Piece Suit - AL-103 - AFS26ES - Blue - Summer Collection,8250.0,,Lawn Embroidered FrontLawn Embroidered BackOrganza Embroidered Border (Front &amp;amp; Back)Lawn Embroidered SleevesOrganza Embroidered Border for SleevesSilk Digital Printed DupattaLawn Plain Dyed TrouserOrganza Embroidered Border for Trouser,False,7609,,,[],[],[],"['https://www.alkarimfabric.com/cdn/shop/files/AfsanahEssentialTheSilentPineTale2026_0035_Layer15_1024x1024.jpg?v=1768905796', 'https://www.alkarimfabric.com/cdn/shop/files/Desktop_be702fd7-1884-4cd6-a053-99553689e022.gif?v=1770377661&width=3840', 'https://www.alkarimfabric.com/cdn/shop/files/Mobile_11eef006-b8b0-4441-8dd2-935d7c1bed4b.gif?v=1770377664&width=750', 'https://www.alkarimfabric.com/cdn/shop/files/Alkarim1.png?v=1745237875&width=300', 'https://www.alkarimfabric.com/cdn/shop/files/girlsdesk_0d69bb3e-938d-475d-8f3f-86da46a8213e_470x.jpg?v=1757688400', 'https://www.alkarimfabric.com/cdn/shop/files/desktop_1770x.jpg?v=1756238344', 'https://www.alkarimfabric.com/cdn/shop/files/brandamna-khadija-pret.jpg?v=1335346761605088302', 'https://www.alkarimfabric.com/cdn/shop/files/brandsadabahar.jpg?v=13608831541786396816', 'https://www.alkarimfabric.com/cdn/shop/files/brandbin-yameen.jpg?v=1724033697075833993', 'https://www.alkarimfabric.com/cdn/shop/files/brandbin-saeed.jpg?v=16184050405106331155', 'https://www.alkarimfabric.com/cdn/shop/files/brandhz.jpg?v=8174167016636741251', 'https://www.alkarimfabric.com/cdn/shop/files/brandcasual-lite.jpg?v=14103067509734409971', 'https://www.alkarimfabric.com/cdn/shop/files/brandflossie.jpg?v=11264827815883773819', 'https://www.alkarimfabric.com/cdn/shop/files/brandimrozia.jpg?v=15411708163635377801', 'https://www.alkarimfabric.com/cdn/shop/files/brandtawakkal-fabrics.jpg?v=10114841387516241505', 'https://www.alkarimfabric.com/cdn/shop/files/brandlavish-premium.jpg?v=96588995813807710', 'https://www.alkarimfabric.com/cdn/shop/files/brandakbar-aslam.jpg?v=914751728656590465', 'https://www.alkarimfabric.com/cdn/shop/files/AfsanahEssentialTheSilentPineTale2026_0035_Layer15.jpg?v=1768905796', 'https://www.alkarimfabric.com/cdn/shop/files/AfsanahEssentialTheSilentPineTale2026_0036_Layer14.jpg?v=1768905796', 'https://www.alkarimfabric.com/cdn/shop/files/AfsanahEssentialTheSilentPineTale2026_0039_Layer11.jpg?v=1768905796', 'https://www.alkarimfabric.com/cdn/shop/files/AfsanahEssentialTheSilentPineTale2026_0034_Layer16.jpg?v=1768905796', 'https://www.alkarimfabric.com/cdn/shop/files/AfsanahEssentialTheSilentPineTale2026_0038_Layer12.jpg?v=1768905796', 'https://www.alkarimfabric.com/cdn/shop/files/AfsanahEssentialTheSilentPineTale2026_0037_Layer13.jpg?v=1768905796', 'https://cdn.whatsup.styled.link/widget-images/square_green.svg', 'http://www.alkarimfabric.com/cdn/shop/files/AfsanahEssentialTheSilentPineTale2026_0035_Layer15.jpg?v=1768905796']",2026-02-07T21:05:42.798056,PKR,10
